epoch,acc,dice_coef,learning_rate,loss,val_acc,val_dice_coef,val_loss
24,0.9989119172096252,0.3701760172843933,0.10000000149011612,0.6287404894828796,0.9984420537948608,0.30603474378585815,0.6939652562141418
25,0.9989759922027588,0.39808154106140137,0.10000000149011612,0.6007534265518188,0.9988384246826172,0.3245598375797272,0.6754401922225952
26,0.9989833235740662,0.4053264558315277,0.10000000149011612,0.5934872627258301,0.9988987445831299,0.30807703733444214,0.6919229626655579
27,0.9990049600601196,0.4162347912788391,0.10000000149011612,0.5825470685958862,0.9988976120948792,0.3196205794811249,0.6803794503211975
28,0.9990526437759399,0.4342086613178253,0.10000000149011612,0.5645205974578857,0.998957097530365,0.3215659260749817,0.6784341335296631
29,0.9989967942237854,0.42728179693222046,0.10000000149011612,0.5714676380157471,0.9987472891807556,0.2868121564388275,0.7131877541542053
30,0.999081552028656,0.4493728280067444,0.10000000149011612,0.5493119955062866,0.9980374574661255,0.30876854062080383,0.691231369972229
31,0.9990770220756531,0.4638649821281433,0.009999999776482582,0.5347772240638733,0.9989171028137207,0.3681010603904724,0.6318988800048828
32,0.9991464614868164,0.48204562067985535,0.009999999776482582,0.5165433883666992,0.9989209175109863,0.3759692311286926,0.6240307092666626
33,0.999154806137085,0.4849320352077484,0.009999999776482582,0.5136485695838928,0.9989063143730164,0.37942758202552795,0.6205724477767944
34,0.9991641044616699,0.4911106824874878,0.009999999776482582,0.5074518918991089,0.9989089369773865,0.38120949268341064,0.6187905669212341
35,0.99916672706604,0.4937765300273895,0.009999999776482582,0.5047783255577087,0.9989348649978638,0.3782802224159241,0.6217198371887207
36,0.9991770386695862,0.49801889061927795,0.009999999776482582,0.5005233883857727,0.9989285469055176,0.3791252672672272,0.6208746433258057
37,0.9991819262504578,0.501888632774353,0.009999999776482582,0.4966423511505127,0.9989248514175415,0.3805580139160156,0.6194419860839844
38,0.9991832375526428,0.5028432011604309,0.009999999776482582,0.49568504095077515,0.9989129900932312,0.38503721356391907,0.6149628162384033
39,0.9991915822029114,0.5051217079162598,0.009999999776482582,0.49339982867240906,0.9989444613456726,0.37752586603164673,0.6224741339683533
40,0.9991956353187561,0.5088140368461609,0.009999999776482582,0.4896966516971588,0.9989320039749146,0.38108181953430176,0.6189181208610535
41,0.9991981387138367,0.5096025466918945,0.009999999776482582,0.48890605568885803,0.9989182949066162,0.38397639989852905,0.6160235404968262
42,0.9991961121559143,0.5140440464019775,0.009999999776482582,0.4844514727592468,0.998914897441864,0.3799732029438019,0.6200268268585205
43,0.99920254945755,0.5171703696250916,0.009999999776482582,0.4813160002231598,0.9989407658576965,0.381315141916275,0.6186847686767578
44,0.9992076754570007,0.5215895175933838,0.0009999999310821295,0.4768836796283722,0.9989427924156189,0.3829430639743805,0.6170568466186523
45,0.9992123246192932,0.5228991508483887,0.0009999999310821295,0.4755704998970032,0.9989464282989502,0.3831803500652313,0.6168196201324463
46,0.9992216229438782,0.5259847640991211,0.0009999999310821295,0.47247570753097534,0.998950719833374,0.3827049732208252,0.6172950267791748
47,0.9992207884788513,0.5259851217269897,0.0009999999310821295,0.47247540950775146,0.9989475607872009,0.3835606873035431,0.6164392828941345
48,0.9992203116416931,0.5267853140830994,0.0009999999310821295,0.4716729521751404,0.998954176902771,0.3829472064971924,0.6170528531074524
49,0.9992226958274841,0.5270745158195496,9.99999901978299e-05,0.4713827669620514,0.9989534616470337,0.3831852376461029,0.6168147921562195
50,0.9992223381996155,0.5286124348640442,9.99999901978299e-05,0.4698401987552643,0.9989543557167053,0.38312044739723206,0.6168795228004456
51,0.9992225766181946,0.5263739824295044,9.99999901978299e-05,0.47208544611930847,0.9989551305770874,0.3829914629459381,0.6170085668563843
52,0.9992215037345886,0.5275508165359497,9.99999901978299e-05,0.4709049463272095,0.998955488204956,0.3831239342689514,0.6168761253356934
53,0.9992241263389587,0.5268515348434448,9.99999901978299e-05,0.47160646319389343,0.9989550709724426,0.3831852376461029,0.6168147921562195
54,0.9992237687110901,0.5276745557785034,9.99999883788405e-06,0.4707809090614319,0.998955488204956,0.38311487436294556,0.6168851852416992
55,0.9992236495018005,0.5282354950904846,9.99999883788405e-06,0.4702184498310089,0.9989550113677979,0.3831942677497864,0.6168057322502136
56,0.9992254376411438,0.5284949541091919,9.99999883788405e-06,0.46995818614959717,0.9989550113677979,0.3831999599933624,0.61680006980896
57,0.9992201924324036,0.5251455307006836,9.99999883788405e-06,0.4733174443244934,0.9989551305770874,0.3831931948661804,0.6168068647384644
58,0.9992220997810364,0.5265510082244873,9.99999883788405e-06,0.4719078838825226,0.998955249786377,0.3831796944141388,0.6168203949928284
